"filename", "language", "TypeScript React", "TypeScript", "GraphQL", "CSS", "JSON", "JavaScript", "YAML", "Markdown", "Shell Script", "HTML", "comment", "blank", "total"
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateBoard.graphql", "GraphQL", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateComment.graphql", "GraphQL", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateLabel.graphql", "GraphQL", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateProjectName.graphql", "GraphQL", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateProjectPermission.graphql", "GraphQL", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateSprint.graphql", "GraphQL", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateTask.graphql", "GraphQL", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateUserProfile.graphql", "GraphQL", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/mutations/updateUserSetting.graphql", "GraphQL", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/boards.graphql", "GraphQL", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getLabels.graphql", "GraphQL", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getMe.graphql", "GraphQL", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getProject.graphql", "GraphQL", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getReportSummary.graphql", "GraphQL", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getSprint.graphql", "GraphQL", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getSprints.graphql", "GraphQL", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getStartedSprint.graphql", "GraphQL", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/graphql/queries/getTask.graphql", "GraphQL", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/hooks/useLoadMore.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 41
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/hooks/useLocalStorage.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/hooks/useQuery.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/index.tsx", "TypeScript React", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/Modal/DeleteBoardModal.tsx", "TypeScript React", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/Modal/ModalLayout.stories.tsx", "TypeScript React", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/Modal/index.tsx", "TypeScript React", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 77
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/PageHeader/index.tsx", "TypeScript React", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 46
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/PageHeader/pageHeader.stories.tsx", "TypeScript React", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/SideNav/index.tsx", "TypeScript React", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 137
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/SideNav/sideNav.stories.tsx", "TypeScript React", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 13
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/SprintSelector/index.tsx", "TypeScript React", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 75
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/SprintSelector/sprintSelector.stories.tsx", "TypeScript React", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 43
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/TextLabel/index.tsx", "TypeScript React", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
